schema_name,table_name,field_name,field_type
tmp_data_dm,katherine_services_event_detail_as_of_20180104,attempted_effective_marketing_fee,double
tmp_data_dm,lead_score_v2_daily_pt8,endorsement_score,bigint
tmp_data_dm,rays_contactsweb6_dec18_final,ad_type,string
rev,hist_mi_ad_market_detail_20170921,ad_monetization_status,string
dm,potential_acv_marketid,channel,string
dm,extgt_user_question_detail_current,question_subject_name,string
tmp_data_dm,order_line_tmp,order_line_payment_date,string
rev,mrr_subscription_all_products_20180828_0506,product_line_id,int
rev,pardot_leads,email,string
src,hist_scooter_spend,deleted_at,string
tmp_data_dm,np_201812_message10x_v1,min_event_date,string
rev,market_session_lpv,url,string
src,internal_attribution_value,utm_source,string
dm,temp_professional_event_fact,state,string
tmp_data_dm,cust_prof_map_dec,professional_id,int
tmp_data_dm,coe_churn_by_cohort_v1,tenure_year,bigint
rev,sem_report_keyword_level_20190523,ad_specialty,string
rev,sf_task_new,isdeleted,string
tmp_data_dm,delivered_impressions_nopro_ds_v1,nulll,bigint
tmp_data_dm,call_att_sid_updates4_j_nov19_dec19,date_value,string
src,adwords_geo_performance,clicks,string
src,ocato_advice_sessions,allow_contact_for_research,int
dm,webanalytics_ad_attribution_v0,render_type_key,int
src,hist_elocal_call_log,avvo_professional_id,string
default,historical_answer_dimension,etl_effective_error_flag,string
rev,mrr_customer_all_products_201811_20181206,revenue_current_total,"decimal(20,2)"
dm,tomahawk,sl_clicks_sem_month_3,int
rev,kpi_metrics_weekly,etl_load_date,string
rev,rpt_finance_advisor_20160202,event_type_description,string
tmp_data_dm,kb_deferred_revenue_output_201707_latest,active_in_latest_month,string
dm,amm_page_type_monthly_impression_count,impressions_topics_and_other,int
src,page_view,referring_domain,string
dm,amm_page_type_daily_impression_count,block_count,int
dm,order_line_purchase_fact_reload_bkp,begin_date,string
rev,order_line_billings_refund_fact_product_line,subscription_id,int
src,hist_account_user_authentication_type,etl_load_date,string
tmp_data_dm,coe_subscription_price_helper,record_flag,string
dm,amm_page_type_monthly_impressions,impressions_topics_and_other,int
tmp_data_dm,coe_t_history_all_recalced,state,string
tmp_data_dm,sold_blocks_12_18_as,sellable_count,int
src,hist_barrister_professional_contact_by_website,id,int
tmp_data_dm,lead_score_v2_daily_pt9i,decile_total_population,bigint
rev,hist_sf_mh_order_rate_plan,etl_load_date,string
tmp_data_dm,churn_customer_market_month,ad_market_id,bigint
rev,sf_task_new,dialer_type,string
rev,historical_user_account_dimension,user_account_birth_year,string
tmp_data_dm,call_att_sid_updates2_j_nov18,rownumorder,bigint
aa,mkt_t_marketing_heartbeat_scheduled,total_acv,double
tmp_data_dm,rd_north_star_index,period_end_date,string
dm,hist_mrr_customer_all_products,revenue_prior_website,"decimal(20,2)"
aa,breakage_raw,specialty,string
tmp_data_dm,coe_services_session_detail,refund_count,bigint
src,incoming_phone_calls,created_at,bigint
src,market_conversion_contacts_base,ad_market_state_name,string
src,hist_content_answer,draft,int
tmp_data_dm,call_att_sid_updates3_j_jan19_oct19,speciality_id_update,int
dm,services_business_metrics_event_detail,promotion_id,int
src,sf_mh_invoice_line,sub_total,"decimal(10,2)"
rev,hist_barrister_professional_review_missingupdates,created_by,int
src,sf_account,createddate,string
tmp_data_dm,rays2_contactsweb6b_da_final,specialty_id,int
aa,mkt_t_marketing_heartbeat_test7,device_category_name,string
dm,amm_page_type_daily_impression_count,total_pageviews,int
rev,sf_task_migration_20191108,created_date,string
tmp_data_dm,katherine_services_session_detail,transaction_amount_aa_rej,double
rev,adwords_keyword_performance_20161228,avg_cpc,string
dm,historical_professional_review_dimension,approval_status_id,int
rev,as_twilio_timestamped_calls_hist,date_value,string
aa,scorecard_table1,phones_to_all_attorneys,"decimal(38,2)"
rev,order_line_purchase_fact_productline,order_ln_end_use_date,int
tmp_data_dm,as_market_health_snapshot,da_block_price,bigint
src,hist_scooter_attribution_ad_phone,professional_id,int
dm,hist_mi_market_county_psp,potential_lawyer_cnt,double
rev,mrr_customer_all_products_sep11,revenue_current_total,"decimal(20,2)"
rev,mrr_subscription_all_products_sep11,ad_current_count,int
tmp_data_dm,general_phone_attribution_0805,sales_region_id,int
tmp_data_dm,as_dr_test4,practice_area,string
tmp_data_dm,mrr_dataset_1617,off_mrr_customer_category,string
dm,temp_professional_event_fact,average_client_review_rating_30_days_ago,double
rev,market_destination_trading_metrics,county_population,int
dm,webanalytics_ad_attribution_v2,ad_state,string
rev,hist_market_intelligence_detail_20160713,county,string
tmp_data_dm,coe_als_session_detail,marketing_fee_payment_failed_count,bigint
src,tomahawk_exclusive_data,imps,double
rev,impressions_forecast_20180819,product_line_item_name,string
dm,census_data,total_population_35_to_39_years,double
rev,mrr_customer_category_all_products_prior_fix,yearmonth,int
rev,ad_weights_metric,dibt_old_topic_page_guides,bigint
tmp_data_dm,primary_lead_score_drivers,combo_primary_lead_score_driver,string
aa,fin_churn_by_calendar_raw,retained_customers_avg,int
rev,order_line_billings_purchase_fact_20190221,invoice_id,int
tmp_data_dm,yw_aqs_onemonth_201710,page_view_specialty_id,int
tmp_data_dm,lead_score_v2_10day_pt12,criminal_defense,bigint
tmp_data_dm,delivered_sold_impressions_rktmp,ad_inventory_type,string
rev,adwords_keyword_performance_pbx_20170203,clicktype,string
dm,hist_mrr_subscription_classification,customer_category,string
tmp_data_dm,delivered_sold_impressions_prof_level_agg_don_v4,sold_ad_market_type,string
tmp_data_dm,sr_reviews_data_nika_20170301,lawyer_zip,string
tmp_data_dm,kb_deferred_revenue_output_201801_complete,trailing_3mo_target_impressions,int
rev,services_event_detail,voids,int
tmp_data_dm,am_historical_performance,churn_,"decimal(10,4)"
default,extgt_b2c_clicks,event_date,string
rev,order_line_accumulation_fact_sku,order_line_package_price_amount_usd,"decimal(19,2)"
dm,order_line_purchase_fact_temp,product_line_id,int
tmp_data_dm,blockrelease_market_block_metrics_email,attorney_block_count_max,bigint
rev,shortlist_search_stg,nbr_of_reviews,int
rev,best_bets_20190917,country_name,string
rev,adwords_keyword_performance_20151110,yearmonth,int
rev,raw_ad_events_20180413,ad_type,string
dm,date_dim,two_months_ago_end_date,string
default,ib_26jan20_weblog,forwarded_ips,string
rev,cost_per_lead,net_total,"decimal(18,2)"
aa,mkt_t_marketing_heartbeat_details,website_clicks,bigint
dm,hist_mi_ad_market_detail,ad_sold_value,double
tmp_data_dm,kmb_dr_data_201802,ad_type,string
tmp_data_dm,promo_adv_promo_by_market,ad_inventory_type,string
pl,month_dimension,year_month,int
dm,historical_professional_dimension,professional_country_name_1,string
tmp_data_dm,call_att_sid_updates2_j_v1,sales_region_id,int
rev,adwords_keyword_performance_20170320,internal_clicks_value,string
tmp_data_dm,katherine_services_session_detail,chargeback_won_count,bigint
tmp_data_dm,kb_deferred_revenue_output_201804_complete,ad_market_region_name,string
dm,temp_extgt_user_account_profile,user_account_state_name,string
rev,historical_customer_dimension_20180911,customer_contact_name,string
dm,hist_order_line_billings_refund_fact,order_number,int
rev,bing_report_temp,ctr,string
rev,raw_ad_events_20190618,location,string
dm,temp_waitlist_test,inventory_id,int
tmp_data_dm,lead_score_v2_10day_pt12,employment_labor,bigint
tmp_data_dm,kb_deferred_revenue_cpc_output_201802,ad_market_specialty_name,string
tmp_data_dm,rd_sr_als_transactions_temp,unknown_pa_purchases,bigint
dm,tomahawk2,da_lower,float
tmp_data_dm,coe_test_pd,rpt_day_nbr_in_year,int
rev,impressions_forecast_20160329,professional_email_address_name,string
tmp_data_dm,web_mess_phone_contacts_all_v4_djf,session_id,string
tmp_data_dm,rays2_contactsweb1b_djf,contact_type,string
src,hist_barrister_professional_review,record_flag,string
tmp_data_dm,rps_201907_misc_cap_block_kam_all,rn,bigint
src,weblog_blocked,requesting_url,string
rev,date_dim_bkp,days_in_quarter,int
tmp_data_dm,coe_t_baseline,lpv_page_class,string
rev,adwords_keyword_performance_20170718,postclickqualityscore,string
rev,temp_mrr_customer_monthly_category_silver_08,has_non_ads_during_month,string
rev,raw_weblog_file_with_backfill,status_flag,boolean
aa,mkt_t_marketing_heartbeat,lpv_page_class,string
dm,ad_dim,ad_tagln,string
rev,adwords_keyword_performance_20170203,external_clicks,string
tmp_data_dm,daminda_test_1,day_nbr_in_wk,int
dm,global_ad_weights_modified_newtest,deliverednetworkimpressions,bigint
tmp_data_dm,lead_score_v2_14day_pt2,binary_inbound_calls_365d,tinyint
tmp_data_dm,katherine_impressions_by_content_for_t12m_201706_on_20170721,medium,string
src,census_data,number_sex_and_age_female_population_20_to_24_years,int
dm,temp_hist_market_intelligence_detail,sl_monetization,double
rev,hist_market_intelligence_detail_20170926,state,string
dm,lead_score_score_driver_contact_lead_sf,last_endorsement_days_scoredriver,double
rev,mrr_customer_monthly,is_active_eom,string
tmp_data_dm,hist_sf_task_with_prof,am_strategy,string
tmp_data_dm,rps_201907_non_misc_kam,ad_impression_ad_impression_guid,string
dm,professional_license_dimension,record_flag,string
dm,adwords_keyword_performance_pbx,campaign_id,string
rev,hist_mi_ad_market_detail_20161201,sl_monetization,double
dm,hist_professional_event_fact,claim_date,string
rev,professional_dimension_20200406,professional_avvo_rating,double
tmp_data_dm,np_201812_message8xx,sales_region_id_event_timestamp,timestamp
rev,professional_dimension_20191106,professional_license_state_name_1,string
tmp_data_dm,delivered_impressions_nopro_da,ad_region_id,int
tmp_data_dm,call_att_sid_updates3_j_2020_1,duration,int
dm,historical_customer_dimension,customer_address_line_2,string
dm,hist_market_intelligence_detail,da_monetization,double
tmp_data_dm,rps_201907_non_misc_cap_kam_v2,ad_id,int
src,content_post,id,int
rev,mrr_customer_all_products_prior_fix,revenue_current_website,"decimal(20,2)"
rev,adwords_ad_performance_20161013,averageposition,string
src,extgt_account_email_subscription_all,etl_load_date,string
rev,hist_mi_market_county_psp_20170926,potential_lawyer_cnt,double
dm,sf_onetime_contacts_relationship,professional_id,int
rev,order_line_accumulation_fact_202002,sales_rep_user_account_id,int
dm,ad_attribution_v3_all,lpv_referring_domain,string
tmp_data_dm,rays2_allrig_da,rig_all,string
rev,contact_event_met_mon_bkup_2015,index_type,string
dm,hist_full_subscription_price_professional_active_months,yearmonth,int
rev,mrr_customer_category_all_products_20180828,revenue_prior_avvopro,"decimal(20,2)"
rev,shortlist_contacts_stg,contacts_website,bigint
tmp_data_dm,messages_3,sales_region_id,int
rev,raw_ad_events_hist_test,ad_content,string
tmp_data_dm,coe_services_session_detail,chk_fee_and_trust,string
rev,adwords_keyword_performance_20171003,k_clickid,string
tmp_data_dm,rays_contactsdata_dec18v3_updated,specialty_id,int
rev,professional_dimension_sq,profnl_city_name_2,string
dm,bing_report,keyword,string
rev,adwords_keyword_performance_20170203,customer_id,string
src,weblog_blocked,partner_id,int
rev,delivered_ad_weights_simplified_test,deliveredimpressions,bigint
tmp_data_dm,hist_sf_task_bck,callback_date_time,string
rev,services_event_fact_test,transaction_datetime,string
rev,contact_impression_backup_20190905,call_id,int
src,sem_report_pbx_temp,customer_id,string
dm,historical_geography_dimension,geo_id,int
dm,tomahawk2,final_potacv_for_sl_blocks,float
rev,internal_attribution_value_bing_data_fix,ad_specialty,string
rev,hist_services_session_detail,is_discounted,string
aa,adm_acv_adclicks,da_ad_click,bigint
tmp_data_dm,rps_201907_non_misc_cap_kam_mt,sold_market_type,string
tmp_data_dm,current_sf_testing_v2,recordtypeid,string
rev,cost_pre_lead_20191016,product_id,string
rev,date_dim_bkp_12may2020,remaining_days_in_quarter,int
tmp_data_dm,activity_conversion3,personal_injury_segment,string
dm,contact_event_metrics_monthly,raw_messages,int
tmp_data_dm,sem_report_market_level1,sem_conversion_rate,double
tmp_data_dm,data_4893_v2_pt21,rpt_wk_begin_date,string
rev,adwords_keyword_performance_pbx_20170228_tmp,ad_group,string
src,sem_report_temp,searchimpressionshare,string
tmp_data_dm,lead_score_v2_daily_pt13_1day,avvo_rating_score,bigint
rev,weblog_20200125,template_name,string
tmp_data_dm,coe_test_pd,year_month,int
dm,hist_order_line_ad_market_fact,yearmonth,int
dm,hist_extgt_user_contact_detail_30days,user_account_email_address,string
aa,mkt_t_marketing_heartbeat_scheduled,acv_per_session_ytd_one_year_prior,double
tmp_data_dm,kb_deferred_revenue_output_201707_csv,trailing_3mo_over_under,string
rev,hist_services_session_detail,accounts_receivable_for_session,double
src,hist_ocato_offers,provider_commission_in_cents,int
tmp_data_dm,katherine_deferred_revenue_dataset_201707a,ad_sold_price,"decimal(19,2)"
tmp_data_dm,coe_jrr_cust_chains,is_active_eom,string
default,question_metrics,approval_status_id,int
rev,historical_professional_dimension_backfill,professional_gender_name,string
rev,raw_weblog_file_without_backfill,source,string
tmp_data_dm,as_test_market_treatment,rent_raise_price_change,int
tmp_data_dm,churn_score_contacts,call_tcu_1,int
rev,contact_event_detail_metrics_bkp,raw_message_count,int
rev,sf_account_current_migration_20191108,date_of_full_cancellation__c,string
tmp_data_dm,data_4893_pt21,criminal_defense,tinyint
src,weblog_parsed,url,string
rev,bing_report_20151223,k_clickid,string
rev,bing_keyword_performance_debug,accountid,string
rev,ad_weights_metric,dibt_lawyer_profile_answers,bigint
dm,amm_v2_2_daily_prediction,marketkey,int
rev,hist_sf_task_20181227,call_time_zone,string
dm,fee_dimension,record_flag,string
rev,mrr_customer_monthly_silver,billings_prior_other_sub,"decimal(20,2)"
rev,mrr_customer_monthly_silver,tenure_month_chain,bigint
tmp_data_dm,coe_tmp_subst,day_nbr_in_year,int
tmp_data_dm,daily_weights_test4,ad_target_id,int
src,census_data,estimate_employment_status_population_16_years_and_over_in_labor_force_civ_labor_force,int
rev,historical_professional_dimension_20200310,professional_city_name_2,string
rev,call_att_sid_updates4_j,speciality_id_update,int
tmp_data_dm,contacts_dmay2020,event_date,string
rev,temp_profnl_delivered_impressions_daily_20170717,event_date,string
rev,delivered_ad_weights_simplified_201808,template_name,string
dm,exact_target_claimed_professional_current,practice_area_6,string
rev,chase_external_feed,reserved_number,string
tmp_data_dm,rd_ad_events,event_date,string
src,internal_attribution_value_v2,ad_block_flag,string
tmp_data_dm,coe_jrr_sub_bills,customer_id,int
dm,hist_mi_market_county_psp,da_value_per_claim_lawyer,double
src,hist_elocal_call_log_20161118,avvo_customer_id,string
tmp_data_dm,misc_revenue_by_customer,da_revenue,"decimal(30,2)"
src,hist_barrister_sanction,id,int
src,ocato_financial_event_logs_20161016,advice_session_id,int
aa,deferred_revenue_backup052019,lawyer,string
dm,ad_dashboard_professional_info,ad_market_state_name,string
src,message,message_source,string
rev,delivered_ad_weights_simplified_201806,deliverednetworkimpressions,bigint
tmp_data_dm,rays2_contactsweb6b_dec_final,professional_id,int
rev,ad_events_metric_20190625,ad_impression_ad_request_guid,string
pl,market_metrics_sl_block_monthly,county_name,string
tmp_data_dm,coe_t_compare_2017_08_01,sl_acv,double
tmp_data_dm,hist_ad_performance_calls,customer_id,int
tmp_data_dm,yw_customer_month_v2_metrics_201702,total_promo_subscription_3,int
src,waitinglist_report_temp,update_at,string
tmp_data_dm,twilio_spam100_ray_j_dec18,sid,string
tmp_data_dm,np_201812_message9x,conversation_id,string
src,temp_extgt_account_email_subscription_all,etl_load_date,string
rev,lead_score_score_driver_20160224,claim_days_scoredriver,double
dm,hist_mrr_subscription_all_products,expired_reason,string
rev,chase_external_feed_20180817,total_assessment_amount,"decimal(19,2)"
rev,adwords_keyword_performance_pbx_data_fix,external_cost,string
src,quasi_quote_item_price,starts_on,string
rev,adwords_keyword_performance_pbx_20170302,destination_url,string
rev,order_line_purchase_fact_201610,promo_id,int
rev,contact_impression_backup_20190905,email_contact_id,int
dm,billing_report_purchase,transaction_date,string
rev,professional_personinfo_contacts_leads_sf,county_2__c,string
src,hist_sf_account,sf_state,string
rev,services_business_metrics_event_detail_test,package_description,string
tmp_data_dm,hive_lead_score_long_calls,long_calls_60d,bigint
rev,mrr_subscription_20160208,cancelled_date,string
tmp_data_dm,call_att_sid_updates2_j_apr18_may18,sales_region_id,int
dm,webanalytics_ad_attribution_v2,ad_region,string
tmp_data_dm,kb_deferred_revenue_output_fy17_plus_network,valid_professional_id,string
tmp_data_dm,kb_deferred_revenue_cpc_output_201802,shortfall,bigint
dm,extgt_user_contact_detail_30days,professional_review_count,int
dm,professional_event_fact_backup,website_acv,int
tmp_data_dm,blockrelease_consecutivemonths,market1,string
tmp_data_dm,hist_ad_performance_customer_rollup,adj_attribution_value,float
rev,order_line_accumulation_fact_202002,order_line_indicator_id,int
tmp_data_dm,sold_blocks_july2020,year_month,int
rev,adwords_keyword_performance_20160311,internal_clicks_value,string
tmp_data_dm,jw_test,ad_market_total_impression_count,bigint
rev,sf_task,call_dial_number,string
rev,temp_mrr_customer_monthly_category_silver_201808,billings_prior_misc,"decimal(20,2)"
aa,lib_tmp_ad_markets_per_session_and_event_date,event_date,string
src,webanalytics_attribution_snapshot_new,email_non_associated_count,double
rev,professional_dimension_20200310,professional_country_name_2,string
rev,impressions_forecast_20170207,customer_id,int
rev,internal_attribution_value_bing_debug,ad_page_type,string
tmp_data_dm,lead_score_v2_daily_pt1,conversion_date,string
aa,mkt_t_marketing_heartbeat_test,total_ad_impressions,bigint
tmp_data_dm,delivered_impressions_feb,ad_market_type,string
dm,professional_practice_area_1year,top_ad_revenue_practice_area_percent_1_year,double
dm,hist_order_line_purchase_fact_bkp,order_line_indicator_id,int
rev,weblog_20200125,mobile,string
rev,professional_dimension_20200406,professional_license_state_name_3,string
src,hist_barrister_phone_type,name,string
dm,sf_onetime_leads_report,date_first_endorsement_received__c,string
tmp_data_dm,delivered_impressions_nopro_05_19_as,year_month,int
rev,services_event_detail_test,package_name,string
dm,ec2_test,detail,string
default,mrr_customer_monthly,customer_active_prev_month,string
rev,shortlist_search,city_id,int
default,question_metrics,question_id,int
rev,services_business_metrics_event_detail,attempted_retail_price,double
dm,date_dim,business_day_number_in_quarter,int
dm,amm_professional_review_snapshot,guides_last_30_days,string
src,webanalytics_temp,timestamp_gmt,bigint
tmp_data_dm,activity_conversion1,family_segment,string
src,webanalytics_ad_block_performance_snapshot_new,subscription_id,int
tmp_data_dm,data_4893_v2_pt20,real_estate,tinyint
rev,professional_dimension_sq,profnl_addr_3_ln_2,string
src,chase_external_feed,action_code,string
pl,amm_page_type_daily_pageviews,pageviews_topics_and_other,int
rev,sf_user_current_backup,title,string
tmp_data_dm,coe_t_attributed_value,sessions,bigint
tmp_data_dm,delivered_impressions_nopro_04_19_as,specialty_id,int
tmp_data_dm,sold_blocks_july,sold_ad_market_type,string
rev,sem_report_temp_orig,postclickqualityscore,string
rev,lead_score_sellthrough_20160308,pa,string
tmp_data_dm,ad_events_metric,domain,string
tmp_data_dm,rays2_contactsweb1b_djfmamjj,ad_impression_guid,string
rev,internal_attribution_value,sem_keyword,string
rev,adwords_keyword_performance,creativequalityscore,string
dm,lawyer_cube_data_by_day_backup,ad_revenue_state,string
src,nrt_line_item,record_flag,string
src,tomahawk_paid_sem_data,avg_quality_score,double
rev,temp_mrr_customer_monthly_category_20180828_05,has_ads_during_month_prior,string
rev,total_impressions,professional_middle_name,string
aa,roy_weblog_stage,render_type,string
rev,bing_report_20160303,adgroupid,string
rev,mrr_customer_all_products_20180827,expired_date,string
src,page_identity_taxonomy,record_flag,string
tmp_data_dm,lead_score_v2_daily_pt13,login_score_40,tinyint
rev,aadwords_keyword_performance_pbx_20200125,customer_id,string
dm,mrr_customer_monthly_reference,customer_id,int
tmp_data_dm,call_att_sid_updates2_j_dec17_march18,rownumorder,bigint
tmp_data_dm,b2b_marketing_fail2018,email_send_date,string
rev,mrr_customer_all_products_20180827,promo_flag,string
tmp_data_dm,yan_tm_pacv_mkt,weekno,int
rev,professional_email_subs_path3_sf_delta,feedback_sub__c,string
rev,weblog_dec10,mobile,string
tmp_data_dm,sem_spend_11_22_19,pa_state_region,string
dm,ad_dashboard_professional_info,professional_last_name,string
aa,rd_core_traffic_stag,num_sessions,bigint
rev,bing_report_20160126,campaignid,string
tmp_data_dm,delivered_sold_impressions_prof_level_till_july2020,ad_inventory_type,string
rev,shortlist_variables,personal_injury,bigint
tmp_data_dm,coe_deferred_revenue_dataset_2016_10,over_under,bigint
tmp_data_dm,call_att_sid_updates3_j_jan19_oct19,duration,int
dm,tps_report_archive,new_backorder_count,int
rev,mrr_cust_months,mrr_current_other_sub,"decimal(20,2)"
dm,professional_review_status_metrics,trustworthy_rating,int
dm,amm_v2_2_daily_prediction,runrate_this_month_acv,float
pl,market_metrics_sl_block_monthly,total_page_views,int
rev,services_event_fact_test,event_type,string
src,hist_nrt_customer,postal_code,string
rev,sold_ad_weights_simplified_test,sales_region_id,int
rev,mrr_customer_monthly_reference_20180828_0506,start_month_lifetime,int
rev,path1_full_dataset,state_3__c,string
dm,raw_ad_events,ad_imression_gmt_timestamp,bigint
rev,raw_ad_events_hist_test,page_view_device_category_id,int
src,quasi_fine_print,position,string
tmp_data_dm,yan_paid_marchex,unique_id,string
dm,hist_adwords_geo_performance,clicks,int
src,adwords_report,ad_contact_value,string
tmp_data_dm,call_att_sid_updates1_ds,numofdays,int
src,barrister_professional_not_practicing,record_flag,string
tmp_data_dm,yw_aqs_lpv_201710_t,render_type,string
rev,professional_dimension_20200407,professional_claim_number,string
src,barrister_professional_contact_by_email,body,string
rev,kenshoo_hist_20180907,ad_contact_value,double
dm,professional_personinfo_contacts_leads_sf,zip_postal_code_1__c,string
rev,historical_professional_dimension_20200308,professional_last_name,string
tmp_data_dm,call_att_sid_updates1_ds,sid,string
tmp_data_dm,kb_deferred_revenue_output_201802_part2,row_num,int
rev,impressions_forecast_20160401,begin_date,string
rev,professional_dimension_20200307_3,professional_postal_code_1,string
src,user_invites,account_id,int
tmp_data_dm,rays2_contactsweb6b_dfjmamjj_final,professional_id,int
rev,order_line_accumulation_fact_202002,order_line_purchase_date,string
rev,hist_sf_mh_order_rate_plan_charge_20190731,service_activation_date,string
tmp_data_dm,twilio_spam100_ray_j_sample_nik2,sid,string
tmp_data_dm,rps_201907,rps_hi,"decimal(38,20)"
tmp_data_dm,yan_deepdive_sem_monetization,sl_monetization,double
rev,call_att_sid_updates2_j,sales_region_id,int
tmp_data_dm,churn_customer_market_month,tcu_3,bigint
tmp_data_dm,traffic_internal,da_revenue,double
dm,extgt_user_contact_detail_30days,contact_method_name,string
rev,chase_external_feed_20180817,cash_back_amount,"decimal(19,2)"
rev,chase_external_feed_201604,transaction_amount,string
rev,date_dim_bkp_12may2020,prior_month_end_date,string
rev,sf_userrole_migration_20191108,name,string
rev,services_event_detail,successful_purchase_price,double
tmp_data_dm,yan_tm_pacv_raw,da_contacts,double
dm,lawyer_cube_day_bckup,delivered_emails,int
dm,specialty_dimension,record_flag,string
rev,mrr_customer_category_all_products_201809,customer_billed_current_month_flag,string
dm,webanalytics_ad_attribution_v3_4417,lpv_render_type,string
tmp_data_dm,lead_score_v2_daily_pt13,profile_comp_score_30,tinyint
rev,professional_dimension_20200307_2,professional_postal_code_1,string
aa,mkt_t_marketing_heartbeat,total_acv_yesterday_one_year_prior,double
rev,historical_professional_dimension_20200308,professional_gender_name,string
tmp_data_dm,messages_contacts_djune_2020,attorney_product_category,string
tmp_data_dm,lead_score_v2_daily_pt13_1day,lead_score,bigint
src,hist_barrister_professional_feature,id,int
src,city_inventory,aop_name,string
default,extgt_b2c_clicks,list_id,string
src,weblog_parsed,num_ads_requested,int
tmp_data_dm,sr_channels_by_user_id_and_pid,firstchannel,string
rev,mrr_customer_monthly_bkp,mrr_prior_ignite,"decimal(20,2)"
tmp_data_dm,data_4893_pt21,civil_rights,tinyint
rev,weblog_nov,search_offset,int
dm,order_line_billings_fact,transaction_date,string
rev,mrr_customer_montly_backup,customer_billed_current_month_flag,string
dm,temp_sf_onetime_professional_review_path2,date_last_review_received,string
src,barrister_professional_contact_phone,track_calls,int
rev,services_session_detail,check_payable_after_refund,string
src,marchex_call_log,calldate,string
dm,temp_profnl_target_impressions,blocks_purchased,bigint
rev,mrr_customer_monthly_201811_20181206,etl_load_datetime,string
tmp_data_dm,call_att_sid_updates4_j,speciality_id_update,int
tmp_data_dm,website_contacts_oct,sales_region_id,int
src,pws_aggregate_site_aop_geo,impressions_count,int
tmp_data_dm,call_att_sid_updates3_jj,speciality_id,int
rev,bing_report_20171009,adgroupname,string
tmp_data_dm,np_201812_message7_v2,min_event_date,string
rev,as_twilio_timestamped_calls_hist,professional_id,int
rev,internal_attribution_value_bing_backfill2019,ad_click,bigint
rev,adwords_keyword_performance_pbx_20170217,ad_market_key,string
tmp_data_dm,contacts_query,calls_60s,bigint
rev,temp_lead_score_sellthrough_20160213,block_flag,string
src,weblog_blocked,call_id,int
rev,billing_report_purchase_product_line,product_name,string
rev,chase_external_feed_201604,rdfi_number,string
dm,ad_events_metric,num_ads_requested,int
src,chase_external_feed,record_number,int
rev,order_line_purchase_fact_productline,order_ln_ind_id,int
tmp_data_dm,yan_tm_rec_sep_mod_rules,sl_imps_other_month_2,int
tmp_data_dm,sold_blocks_djf,sales_region_id,int
rev,temp_hist_market_intelligence_20160613_rnk,ad_monetization_status,string
dm,temp_sf_onetime_claimed_professional_path5,education_year_missing,string
src,hist_sf_mh_invoice_line,invoice_charge_end_date,string
dm,rpt_finance_advisor,financial_transaction_id,string
rev,internal_attribution_value_bing_data_fix,utm_source,string
rev,profnl_delivered_impressions_daily_20180819,year_month,int
tmp_data_dm,contacts_mes_web_dec18_v1,persistent_session_id,string
src,content_document_topic_node,id,int
rev,mrr_customer_monthly_bkp_20190827,billings_current_website,"decimal(20,2)"
tmp_data_dm,rps_201907_2,cpm,"decimal(38,20)"
aa,rd_ad_events,event_date,string
rev,sf_account_bug_031919,full_cancel_request_date,string
rev,hist_adwords_ad_performance_20161013,ctr,string
tmp_data_dm,general_phone_attribution_0805,speciality_id,int
dm,question_metrics,question_create_datetime,string
src,census_data,percent_income_in_the_past_12_months_at_or_above_poverty_level,double
tmp_data_dm,kb_deferred_revenue_output_201804_part2,cancelled_in_latest_month,string
tmp_data_dm,rd_reviews_written_temp,network_traffic,bigint
rev,adwords_keyword_performance_20191201,customer_id,string
tmp_data_dm,monthlyad_templatejune,month1,string
rev,order_line_billings_purchase_fact,customer_id,int
tmp_data_dm,sold_blocks_12_18_as,ad_id,int
dm,hist_mrr_customer_daily_all_products,mrr_avvopro,"decimal(20,2)"
dm,professional_event_fact_temp1,claim_date,string
dm,ad_events_metric,ad_location_postal_code,int
tmp_data_dm,coe_deferred_revenue_dataset_2016_07,cancelled_in_latest_month,string
tmp_data_dm,coe_t_session_basics,session_id,string
src,raw_market_impressions,ai_ad_request_guid,string
rev,hist_mi_ad_inventory_20170926,da_inventory,bigint
tmp_data_dm,sold_blocks_till_may2020_as,sold_ad_market_type,string
dm,profnl_dim,profnl_prfx,string
src,salesforce_rejected_rows,object_id,string
src,hist_barrister_professional_payment_type,etl_load_date,string
tmp_data_dm,np_201812_message1,session_id,string
rev,adwords_keyword_performance_20170302,clicktype,string
dm,extgt_question_answer_pageview_current,question_id,string
tmp_data_dm,current_sf_testing_v2,num_of_active_pro_subscriptions__c,int
tmp_data_dm,coe_interim_impressions_raw,ad_id,int
tmp_data_dm,customer_market_month_v2_metrics,endorsements,int
rev,mrr_customer_all_products_bkup,mrr_current_advertisement,"decimal(20,2)"
rev,historical_advice_session_fact_20160414,location_id,int
src,nrt_sponsored_listing_ad,customer_id,int
src,trial_invites,website_url,string
tmp_data_dm,katherine_delivered_impressions_for_201709_on_20171013,customer_id,int
tmp_data_dm,daily_weights_test4,dibt_topic_page,bigint
tmp_data_dm,kb_deferred_revenue_output_201804_part1,trailing_3mo_shortfall,bigint
src,hist_account_user_demographic,user_id,int
src,barrister_professional_company,company_id,int
rev,sold_ad_weights_simplified_test,subscription_id,int
src,hist_nrt_waitlist,record_flag,string
tmp_data_dm,rd_sr_als_transactions_temp,other_offline_purchases,bigint
